,H0_standard_dz_0_003,standard_dz_0_003,H0_standard_dz_0_03,standard_dz_0_03,H0_corrected_dz_0_003,corrected_dz_0_003,H0_corrected_dz_0_03,corrected_dz_0_03,H0_perfz,perfz
28,60.56056056056056,2.809212111878819e-305,60.56056056056056,4.933085017527325e-152,65.28028028028028,1.1558714289815183e-53,60.56056056056056,2.6590337588712987e-14,65.28028028028028,6.137779376104252e-76
29,60.58058058058058,5.734785157772289e-304,60.58058058058058,2.1814720973528723e-151,65.29029029029029,2.120377356824462e-53,60.58058058058058,4.398951665156487e-14,65.29029029029029,1.3077236939484564e-75
30,60.6006006006006,1.1630760050345142e-302,60.6006006006006,9.595925660855193e-151,65.30030030030031,3.883170615747679e-53,60.6006006006006,7.218423311263498e-14,65.30030030030031,2.781657412940315e-75
31,60.62062062062062,2.34345967407715e-301,60.62062062062062,4.1988943210712353e-150,65.31031031031031,7.099529098914057e-53,60.62062062062062,1.1749189913900068e-13,65.31031031031031,5.907098614145365e-75
32,60.64064064064064,4.691000080386326e-300,60.64064064064064,1.827673384506346e-149,65.32032032032032,1.2958133249688236e-52,60.64064064064064,1.896927533006401e-13,65.32032032032032,1.2523558013200625e-74
33,60.66066066066066,9.328935394484422e-299,60.66066066066066,7.913753719875774e-149,65.33033033033033,2.3611590267608216e-52,60.66066066066066,3.037916588923529e-13,65.33033033033033,2.6507219510418948e-74
34,60.68068068068068,1.843136680565037e-297,60.68068068068068,3.408721423172349e-148,65.34034034034035,4.295146747905269e-52,60.68068068068068,4.826013505402476e-13,65.34034034034035,5.6012318504810675e-74
35,60.7007007007007,3.617778161650056e-296,60.7007007007007,1.4605965535600084e-147,65.35035035035035,7.800111658947585e-52,60.7007007007007,7.604914834136875e-13,65.35035035035035,1.1816418337176201e-73
36,60.72072072072072,7.054810945052828e-295,60.72072072072072,6.225920496274524e-147,65.36036036036036,1.4141443806964952e-51,60.72072072072072,1.188773561885353e-12,65.36036036036036,2.4886917028223946e-73
37,60.74074074074074,1.366746612682419e-293,60.74074074074074,2.64007443782218e-146,65.37037037037037,2.559510285429233e-51,60.74074074074074,1.8433550811807847e-12,65.37037037037037,5.2328619328471915e-73
38,60.76076076076076,2.630570431254629e-292,60.76076076076076,1.1137118764905722e-145,65.38038038038039,4.6247714646614484e-51,60.76076076076076,2.8355046937810636e-12,65.38038038038039,1.0984755315038807e-72
39,60.78078078078078,5.030038238518149e-291,60.78078078078078,4.673888967444239e-145,65.3903903903904,8.342457868447155e-51,60.78078078078078,4.326831728647395e-12,65.3903903903904,2.3021013225797867e-72
40,60.8008008008008,9.555472928197391e-290,60.8008008008008,1.9513608438948823e-144,65.4004004004004,1.5023398700108517e-50,60.8008008008008,6.549905190978399e-12,65.4004004004004,4.816609273130506e-72
41,60.82082082082082,1.8034028705777643e-288,60.82082082082082,8.105041428404827e-144,65.4104104104104,2.70092713735952e-50,60.82082082082082,9.836325114217089e-12,65.4104104104104,1.0061004364642906e-71
42,60.84084084084084,3.381373309645687e-287,60.84084084084084,3.3491620544841587e-143,65.42042042042043,4.847615084806952e-50,60.84084084084084,1.4654515554047608e-11,65.42042042042043,2.0980903913040343e-71
43,60.86086086086086,6.298735920777576e-286,60.86086086086086,1.3768453962584102e-142,65.43043043043043,8.68588456308825e-50,60.86086086086086,2.166003169100195e-11,65.43043043043043,4.368074031552357e-71
44,60.88088088088088,1.1656649039504923e-284,60.88088088088088,5.631279895872688e-142,65.44044044044044,1.5537127338653976e-49,60.88088088088088,3.176175486024575e-11,65.44044044044044,9.079014810128644e-71
